Attribute,Attribute,ISBLANK,Description,Value,Missing_value,Meaning
KBA05_KRSHERST3,KBA05_KRSHERST3,0,share of Ford/Opel (reffered to the county average),"-1, 9","[-1,9]",unknown
,KBA05_KRSHERST3,1,share of Ford/Opel (reffered to the county average),1,"[-1,9]",way below average
,KBA05_KRSHERST3,1,share of Ford/Opel (reffered to the county average),2,"[-1,9]",below average
,KBA05_KRSHERST3,1,share of Ford/Opel (reffered to the county average),3,"[-1,9]",average
,KBA05_KRSHERST3,1,share of Ford/Opel (reffered to the county average),4,"[-1,9]",above average
,KBA05_KRSHERST3,1,share of Ford/Opel (reffered to the county average),5,"[-1,9]",way above average
KBA05_KRSKLEIN,KBA05_KRSKLEIN,0,share of small cars (referred to the county average),"-1, 9","[-1,9]",unknown
,KBA05_KRSKLEIN,1,share of small cars (referred to the county average),1,"[-1,9]",below average
,KBA05_KRSKLEIN,1,share of small cars (referred to the county average),2,"[-1,9]",average
,KBA05_KRSKLEIN,1,share of small cars (referred to the county average),3,"[-1,9]",above average
KBA05_KRSOBER,KBA05_KRSOBER,0,share of upper class cars (referred to the county average),"-1, 9","[-1,9]",unknown
,KBA05_KRSOBER,1,share of upper class cars (referred to the county average),1,"[-1,9]",below average
,KBA05_KRSOBER,1,share of upper class cars (referred to the county average),2,"[-1,9]",average
,KBA05_KRSOBER,1,share of upper class cars (referred to the county average),3,"[-1,9]",above average
KBA05_KRSVAN,KBA05_KRSVAN,0,share of vans (referred to the county average),"-1, 9","[-1,9]",unknown
,KBA05_KRSVAN,1,share of vans (referred to the county average),1,"[-1,9]",below average
,KBA05_KRSVAN,1,share of vans (referred to the county average),2,"[-1,9]",average
,KBA05_KRSVAN,1,share of vans (referred to the county average),3,"[-1,9]",above average
KBA05_KRSZUL,KBA05_KRSZUL,0,share of newbuilt cars (referred to the county average),"-1, 9","[-1,9]",unknown
,KBA05_KRSZUL,1,share of newbuilt cars (referred to the county average),1,"[-1,9]",below average
,KBA05_KRSZUL,1,share of newbuilt cars (referred to the county average),2,"[-1,9]",average
,KBA05_KRSZUL,1,share of newbuilt cars (referred to the county average),3,"[-1,9]",above average
KBA05_KW1,KBA05_KW1,0,share of cars with less than 59 KW engine power,"-1, 9","[-1,9]",unknown
,KBA05_KW1,1,share of cars with less than 59 KW engine power,1,"[-1,9]",very low
,KBA05_KW1,1,share of cars with less than 59 KW engine power,2,"[-1,9]",low
,KBA05_KW1,1,share of cars with less than 59 KW engine power,3,"[-1,9]",average
,KBA05_KW1,1,share of cars with less than 59 KW engine power,4,"[-1,9]",high
,KBA05_KW1,1,share of cars with less than 59 KW engine power,5,"[-1,9]",very high
KBA05_KW2,KBA05_KW2,0,share of cars with an engine power between 60 and 119 KW,"-1, 9","[-1,9]",unknown
,KBA05_KW2,1,share of cars with an engine power between 60 and 119 KW,1,"[-1,9]",very low
,KBA05_KW2,1,share of cars with an engine power between 60 and 119 KW,2,"[-1,9]",low
,KBA05_KW2,1,share of cars with an engine power between 60 and 119 KW,3,"[-1,9]",average
,KBA05_KW2,1,share of cars with an engine power between 60 and 119 KW,4,"[-1,9]",high
,KBA05_KW2,1,share of cars with an engine power between 60 and 119 KW,5,"[-1,9]",very high
KBA05_KW3,KBA05_KW3,0,share of cars with an engine power of more than 119 KW,"-1, 9","[-1,9]",unknown
,KBA05_KW3,1,share of cars with an engine power of more than 119 KW,0,"[-1,9]",none
,KBA05_KW3,1,share of cars with an engine power of more than 119 KW,1,"[-1,9]",low
,KBA05_KW3,1,share of cars with an engine power of more than 119 KW,2,"[-1,9]",average
,KBA05_KW3,1,share of cars with an engine power of more than 119 KW,3,"[-1,9]",high
,KBA05_KW3,1,share of cars with an engine power of more than 119 KW,4,"[-1,9]",very high
KBA05_MAXAH,KBA05_MAXAH,0,most common age of car owners in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_MAXAH,1,most common age of car owners in the microcell,1,"[-1,9]",below 30 years
,KBA05_MAXAH,1,most common age of car owners in the microcell,2,"[-1,9]",30 - 40 years
,KBA05_MAXAH,1,most common age of car owners in the microcell,3,"[-1,9]",40 - 50 years
,KBA05_MAXAH,1,most common age of car owners in the microcell,4,"[-1,9]",50 - 60 years
,KBA05_MAXAH,1,most common age of car owners in the microcell,5,"[-1,9]",elder than 60 years
KBA05_MAXBJ,KBA05_MAXBJ,0,most common age of the cars in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_MAXBJ,1,most common age of the cars in the microcell,1,"[-1,9]",before 1994
,KBA05_MAXBJ,1,most common age of the cars in the microcell,2,"[-1,9]",1994 - 1997
,KBA05_MAXBJ,1,most common age of the cars in the microcell,3,"[-1,9]",1998 - 2000
,KBA05_MAXBJ,1,most common age of the cars in the microcell,4,"[-1,9]",since 2001
KBA05_MAXHERST,KBA05_MAXHERST,0,most common car manufacturer in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_MAXHERST,1,most common car manufacturer in the microcell,1,"[-1,9]",Top-German
,KBA05_MAXHERST,1,most common car manufacturer in the microcell,2,"[-1,9]",VW-Audi
,KBA05_MAXHERST,1,most common car manufacturer in the microcell,3,"[-1,9]",Ford/Opel
,KBA05_MAXHERST,1,most common car manufacturer in the microcell,4,"[-1,9]",European
,KBA05_MAXHERST,1,most common car manufacturer in the microcell,5,"[-1,9]",Asian
KBA05_MAXSEG,KBA05_MAXSEG,0,most common car segment in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_MAXSEG,1,most common car segment in the microcell,1,"[-1,9]",small car
,KBA05_MAXSEG,1,most common car segment in the microcell,2,"[-1,9]",lower middleclass car
,KBA05_MAXSEG,1,most common car segment in the microcell,3,"[-1,9]",middle class car
,KBA05_MAXSEG,1,most common car segment in the microcell,4,"[-1,9]",upper class car
KBA05_MAXVORB,KBA05_MAXVORB,0,most common preowner structure in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_MAXVORB,1,most common preowner structure in the microcell,1,"[-1,9]",no preowner
,KBA05_MAXVORB,1,most common preowner structure in the microcell,2,"[-1,9]",1 preowner
,KBA05_MAXVORB,1,most common preowner structure in the microcell,3,"[-1,9]",2 or more preowner
KBA05_MOD1,KBA05_MOD1,0,share of upper class cars (in an AZ specific definition),"-1, 9","[-1,9]",unknown
,KBA05_MOD1,1,share of upper class cars (in an AZ specific definition),0,"[-1,9]",none
,KBA05_MOD1,1,share of upper class cars (in an AZ specific definition),1,"[-1,9]",low
,KBA05_MOD1,1,share of upper class cars (in an AZ specific definition),2,"[-1,9]",average
,KBA05_MOD1,1,share of upper class cars (in an AZ specific definition),3,"[-1,9]",high
,KBA05_MOD1,1,share of upper class cars (in an AZ specific definition),4,"[-1,9]",very high
KBA05_MOD2,KBA05_MOD2,0,share of middle class cars (in an AZ specific definition),"-1, 9","[-1,9]",unknown
,KBA05_MOD2,1,share of middle class cars (in an AZ specific definition),1,"[-1,9]",very low
,KBA05_MOD2,1,share of middle class cars (in an AZ specific definition),2,"[-1,9]",low
,KBA05_MOD2,1,share of middle class cars (in an AZ specific definition),3,"[-1,9]",average
,KBA05_MOD2,1,share of middle class cars (in an AZ specific definition),4,"[-1,9]",high
,KBA05_MOD2,1,share of middle class cars (in an AZ specific definition),5,"[-1,9]",very high
KBA05_MOD3,KBA05_MOD3,0,share of Golf-class cars (in an AZ specific definition),"-1, 9","[-1,9]",unknown
,KBA05_MOD3,1,share of Golf-class cars (in an AZ specific definition),1,"[-1,9]",very low
,KBA05_MOD3,1,share of Golf-class cars (in an AZ specific definition),2,"[-1,9]",low
,KBA05_MOD3,1,share of Golf-class cars (in an AZ specific definition),3,"[-1,9]",average
,KBA05_MOD3,1,share of Golf-class cars (in an AZ specific definition),4,"[-1,9]",high
,KBA05_MOD3,1,share of Golf-class cars (in an AZ specific definition),5,"[-1,9]",very high
KBA05_MOD4,KBA05_MOD4,0,share of small cars (in an AZ specific definition),"-1, 9","[-1,9]",unknown
,KBA05_MOD4,1,share of small cars (in an AZ specific definition),0,"[-1,9]",none
,KBA05_MOD4,1,share of small cars (in an AZ specific definition),1,"[-1,9]",very low
,KBA05_MOD4,1,share of small cars (in an AZ specific definition),2,"[-1,9]",low
,KBA05_MOD4,1,share of small cars (in an AZ specific definition),3,"[-1,9]",average
,KBA05_MOD4,1,share of small cars (in an AZ specific definition),4,"[-1,9]",high
,KBA05_MOD4,1,share of small cars (in an AZ specific definition),5,"[-1,9]",very high
KBA05_MOD8,KBA05_MOD8,0,share of vans (in an AZ specific definition),"-1, 9","[-1,9]",unknown
,KBA05_MOD8,1,share of vans (in an AZ specific definition),0,"[-1,9]",none
,KBA05_MOD8,1,share of vans (in an AZ specific definition),1,"[-1,9]",low
,KBA05_MOD8,1,share of vans (in an AZ specific definition),2,"[-1,9]",average
,KBA05_MOD8,1,share of vans (in an AZ specific definition),3,"[-1,9]",high
KBA05_MODTEMP,KBA05_MODTEMP,0,development of the most common car segment in the neighbourhood,"-1, 9","[-1,9]",unknown
,KBA05_MODTEMP,1,development of the most common car segment in the neighbourhood,1,"[-1,9]",promoted
,KBA05_MODTEMP,1,development of the most common car segment in the neighbourhood,2,"[-1,9]",stayed upper level
,KBA05_MODTEMP,1,development of the most common car segment in the neighbourhood,3,"[-1,9]",stayed lower/average level
,KBA05_MODTEMP,1,development of the most common car segment in the neighbourhood,4,"[-1,9]",demoted
,KBA05_MODTEMP,1,development of the most common car segment in the neighbourhood,5,"[-1,9]",new building
KBA05_MOTOR,KBA05_MOTOR,0,most common engine size in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_MOTOR,1,most common engine size in the microcell,1,"[-1,9]",very small engine
,KBA05_MOTOR,1,most common engine size in the microcell,2,"[-1,9]",small engine
,KBA05_MOTOR,1,most common engine size in the microcell,3,"[-1,9]",average engine
,KBA05_MOTOR,1,most common engine size in the microcell,4,"[-1,9]",big engine
KBA05_MOTRAD,KBA05_MOTRAD,0,share of motorcycles per household,"-1, 9","[-1,9]",unknown
,KBA05_MOTRAD,1,share of motorcycles per household,0,"[-1,9]",none
,KBA05_MOTRAD,1,share of motorcycles per household,1,"[-1,9]",some
,KBA05_MOTRAD,1,share of motorcycles per household,2,"[-1,9]",some more
,KBA05_MOTRAD,1,share of motorcycles per household,3,"[-1,9]",very many
KBA05_SEG1,KBA05_SEG1,0,share of very small cars (Ford Ka etc.) in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_SEG1,1,share of very small cars (Ford Ka etc.) in the microcell,0,"[-1,9]",none
,KBA05_SEG1,1,share of very small cars (Ford Ka etc.) in the microcell,1,"[-1,9]",low
,KBA05_SEG1,1,share of very small cars (Ford Ka etc.) in the microcell,2,"[-1,9]",average
,KBA05_SEG1,1,share of very small cars (Ford Ka etc.) in the microcell,3,"[-1,9]",high
KBA05_SEG10,KBA05_SEG10,0,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)","-1, 9","[-1,9]",unknown
,KBA05_SEG10,1,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",0,"[-1,9]",none
,KBA05_SEG10,1,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",1,"[-1,9]",very low
,KBA05_SEG10,1,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",2,"[-1,9]",low
,KBA05_SEG10,1,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",3,"[-1,9]",average
,KBA05_SEG10,1,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",4,"[-1,9]",high
KBA05_SEG2,KBA05_SEG2,0,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell","-1, 9","[-1,9]",unknown
,KBA05_SEG2,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",1,"[-1,9]",very low
,KBA05_SEG2,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",2,"[-1,9]",low
,KBA05_SEG2,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",3,"[-1,9]",average
,KBA05_SEG2,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",4,"[-1,9]",high
,KBA05_SEG2,1,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",5,"[-1,9]",very high
KBA05_SEG3,KBA05_SEG3,0,share of lowe midclass cars (Ford Focus etc.) in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_SEG3,1,share of lowe midclass cars (Ford Focus etc.) in the microcell,1,"[-1,9]",very low
,KBA05_SEG3,1,share of lowe midclass cars (Ford Focus etc.) in the microcell,2,"[-1,9]",low
,KBA05_SEG3,1,share of lowe midclass cars (Ford Focus etc.) in the microcell,3,"[-1,9]",average
,KBA05_SEG3,1,share of lowe midclass cars (Ford Focus etc.) in the microcell,4,"[-1,9]",high
,KBA05_SEG3,1,share of lowe midclass cars (Ford Focus etc.) in the microcell,5,"[-1,9]",very high
KBA05_SEG4,KBA05_SEG4,0,share of middle class cars (Ford Mondeo etc.) in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_SEG4,1,share of middle class cars (Ford Mondeo etc.) in the microcell,1,"[-1,9]",very low
,KBA05_SEG4,1,share of middle class cars (Ford Mondeo etc.) in the microcell,2,"[-1,9]",low
,KBA05_SEG4,1,share of middle class cars (Ford Mondeo etc.) in the microcell,3,"[-1,9]",average
,KBA05_SEG4,1,share of middle class cars (Ford Mondeo etc.) in the microcell,4,"[-1,9]",high
,KBA05_SEG4,1,share of middle class cars (Ford Mondeo etc.) in the microcell,5,"[-1,9]",very high
KBA05_SEG5,KBA05_SEG5,0,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)","-1, 9","[-1,9]",unknown
,KBA05_SEG5,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",0,"[-1,9]",none
,KBA05_SEG5,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",1,"[-1,9]",very low
,KBA05_SEG5,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",2,"[-1,9]",low
,KBA05_SEG5,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",3,"[-1,9]",average
,KBA05_SEG5,1,"share of upper middle class cars and upper class cars (BMW5er, BMW7er etc.)",4,"[-1,9]",high
KBA05_SEG6,KBA05_SEG6,0,share of upper class cars (BMW 7er etc.) in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_SEG6,1,share of upper class cars (BMW 7er etc.) in the microcell,0,"[-1,9]",none
,KBA05_SEG6,1,share of upper class cars (BMW 7er etc.) in the microcell,1,"[-1,9]",some
KBA05_SEG7,KBA05_SEG7,0,share of all-terrain vehicles and MUVs in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_SEG7,1,share of all-terrain vehicles and MUVs in the microcell,0,"[-1,9]",none
,KBA05_SEG7,1,share of all-terrain vehicles and MUVs in the microcell,1,"[-1,9]",low
,KBA05_SEG7,1,share of all-terrain vehicles and MUVs in the microcell,2,"[-1,9]",average
,KBA05_SEG7,1,share of all-terrain vehicles and MUVs in the microcell,3,"[-1,9]",high
KBA05_SEG8,KBA05_SEG8,0,share of roadster and convertables in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_SEG8,1,share of roadster and convertables in the microcell,0,"[-1,9]",none
,KBA05_SEG8,1,share of roadster and convertables in the microcell,1,"[-1,9]",low
,KBA05_SEG8,1,share of roadster and convertables in the microcell,2,"[-1,9]",average
,KBA05_SEG8,1,share of roadster and convertables in the microcell,3,"[-1,9]",high
KBA05_SEG9,KBA05_SEG9,0,share of vans in the microcell,"-1, 9","[-1,9]",unknown
,KBA05_SEG9,1,share of vans in the microcell,0,"[-1,9]",none
,KBA05_SEG9,1,share of vans in the microcell,1,"[-1,9]",low
,KBA05_SEG9,1,share of vans in the microcell,2,"[-1,9]",average
,KBA05_SEG9,1,share of vans in the microcell,3,"[-1,9]",high
KBA05_VORB0,KBA05_VORB0,0,share of cars with no preowner,"-1, 9","[-1,9]",unknown
,KBA05_VORB0,1,share of cars with no preowner,1,"[-1,9]",very low
,KBA05_VORB0,1,share of cars with no preowner,2,"[-1,9]",low
,KBA05_VORB0,1,share of cars with no preowner,3,"[-1,9]",average
,KBA05_VORB0,1,share of cars with no preowner,4,"[-1,9]",high
,KBA05_VORB0,1,share of cars with no preowner,5,"[-1,9]",very high
KBA05_VORB1,KBA05_VORB1,0,share of cars with one or two preowner,"-1, 9","[-1,9]",unknown
,KBA05_VORB1,1,share of cars with one or two preowner,1,"[-1,9]",very low
,KBA05_VORB1,1,share of cars with one or two preowner,2,"[-1,9]",low
,KBA05_VORB1,1,share of cars with one or two preowner,3,"[-1,9]",average
,KBA05_VORB1,1,share of cars with one or two preowner,4,"[-1,9]",high
,KBA05_VORB1,1,share of cars with one or two preowner,5,"[-1,9]",very high
KBA05_VORB2,KBA05_VORB2,0,share of cars with more than two preowner,"-1, 9","[-1,9]",unknown
,KBA05_VORB2,1,share of cars with more than two preowner,0,"[-1,9]",none
,KBA05_VORB2,1,share of cars with more than two preowner,1,"[-1,9]",very low
,KBA05_VORB2,1,share of cars with more than two preowner,2,"[-1,9]",low
,KBA05_VORB2,1,share of cars with more than two preowner,3,"[-1,9]",average
,KBA05_VORB2,1,share of cars with more than two preowner,4,"[-1,9]",high
,KBA05_VORB2,1,share of cars with more than two preowner,5,"[-1,9]",very high
KBA05_ZUL1,KBA05_ZUL1,0,share of cars built before 1994,"-1, 9","[-1,9]",unknown
,KBA05_ZUL1,1,share of cars built before 1994,1,"[-1,9]",very low
,KBA05_ZUL1,1,share of cars built before 1994,2,"[-1,9]",low
,KBA05_ZUL1,1,share of cars built before 1994,3,"[-1,9]",average
,KBA05_ZUL1,1,share of cars built before 1994,4,"[-1,9]",high
,KBA05_ZUL1,1,share of cars built before 1994,5,"[-1,9]",very high
KBA05_ZUL2,KBA05_ZUL2,0,share of cars built between 1994 and 2000,"-1, 9","[-1,9]",unknown
,KBA05_ZUL2,1,share of cars built between 1994 and 2000,1,"[-1,9]",very low
,KBA05_ZUL2,1,share of cars built between 1994 and 2000,2,"[-1,9]",low
,KBA05_ZUL2,1,share of cars built between 1994 and 2000,3,"[-1,9]",average
,KBA05_ZUL2,1,share of cars built between 1994 and 2000,4,"[-1,9]",high
,KBA05_ZUL2,1,share of cars built between 1994 and 2000,5,"[-1,9]",very high
KBA05_ZUL3,KBA05_ZUL3,0,share of cars built between 2001 and 2002,"-1, 9","[-1,9]",unknown
,KBA05_ZUL3,1,share of cars built between 2001 and 2002,0,"[-1,9]",none
,KBA05_ZUL3,1,share of cars built between 2001 and 2002,1,"[-1,9]",very low
,KBA05_ZUL3,1,share of cars built between 2001 and 2002,2,"[-1,9]",low
,KBA05_ZUL3,1,share of cars built between 2001 and 2002,3,"[-1,9]",average
,KBA05_ZUL3,1,share of cars built between 2001 and 2002,4,"[-1,9]",high
,KBA05_ZUL3,1,share of cars built between 2001 and 2002,5,"[-1,9]",very high
KBA05_ZUL4,KBA05_ZUL4,0,share of cars built from 2003 on,"-1, 9","[-1,9]",unknown
,KBA05_ZUL4,1,share of cars built from 2003 on,0,"[-1,9]",none
,KBA05_ZUL4,1,share of cars built from 2003 on,1,"[-1,9]",very low
,KBA05_ZUL4,1,share of cars built from 2003 on,2,"[-1,9]",low
,KBA05_ZUL4,1,share of cars built from 2003 on,3,"[-1,9]",average
,KBA05_ZUL4,1,share of cars built from 2003 on,4,"[-1,9]",high
,KBA05_ZUL4,1,share of cars built from 2003 on,5,"[-1,9]",very high
KBA13_ALTERHALTER_30,KBA13_ALTERHALTER_30,0,share of car owners below 31 within the PLZ8,-1,[-1],unknown
,KBA13_ALTERHALTER_30,1,share of car owners below 31 within the PLZ8,0,[-1],none
,KBA13_ALTERHALTER_30,1,share of car owners below 31 within the PLZ8,1,[-1],very low
,KBA13_ALTERHALTER_30,1,share of car owners below 31 within the PLZ8,2,[-1],low
,KBA13_ALTERHALTER_30,1,share of car owners below 31 within the PLZ8,3,[-1],average
,KBA13_ALTERHALTER_30,1,share of car owners below 31 within the PLZ8,4,[-1],high
,KBA13_ALTERHALTER_30,1,share of car owners below 31 within the PLZ8,5,[-1],very high
KBA13_ALTERHALTER_45,KBA13_ALTERHALTER_45,0,share of car owners between 31 and 45 within the PLZ8,-1,[-1],unknown
,KBA13_ALTERHALTER_45,1,share of car owners between 31 and 45 within the PLZ8,0,[-1],none
,KBA13_ALTERHALTER_45,1,share of car owners between 31 and 45 within the PLZ8,1,[-1],very low
,KBA13_ALTERHALTER_45,1,share of car owners between 31 and 45 within the PLZ8,2,[-1],low
,KBA13_ALTERHALTER_45,1,share of car owners between 31 and 45 within the PLZ8,3,[-1],average
,KBA13_ALTERHALTER_45,1,share of car owners between 31 and 45 within the PLZ8,4,[-1],high
,KBA13_ALTERHALTER_45,1,share of car owners between 31 and 45 within the PLZ8,5,[-1],very high
KBA13_ALTERHALTER_60,KBA13_ALTERHALTER_60,0,share of car owners between 46 and 60 within the PLZ8,-1,[-1],unknown
,KBA13_ALTERHALTER_60,1,share of car owners between 46 and 60 within the PLZ8,0,[-1],none
,KBA13_ALTERHALTER_60,1,share of car owners between 46 and 60 within the PLZ8,1,[-1],very low
,KBA13_ALTERHALTER_60,1,share of car owners between 46 and 60 within the PLZ8,2,[-1],low
,KBA13_ALTERHALTER_60,1,share of car owners between 46 and 60 within the PLZ8,3,[-1],average
,KBA13_ALTERHALTER_60,1,share of car owners between 46 and 60 within the PLZ8,4,[-1],high
,KBA13_ALTERHALTER_60,1,share of car owners between 46 and 60 within the PLZ8,5,[-1],very high
KBA13_ALTERHALTER_61,KBA13_ALTERHALTER_61,0,share of car owners elder than 61 within the PLZ8,-1,[-1],unknown
,KBA13_ALTERHALTER_61,1,share of car owners elder than 61 within the PLZ8,0,[-1],none
,KBA13_ALTERHALTER_61,1,share of car owners elder than 61 within the PLZ8,1,[-1],very low
,KBA13_ALTERHALTER_61,1,share of car owners elder than 61 within the PLZ8,2,[-1],low
,KBA13_ALTERHALTER_61,1,share of car owners elder than 61 within the PLZ8,3,[-1],average
,KBA13_ALTERHALTER_61,1,share of car owners elder than 61 within the PLZ8,4,[-1],high
,KBA13_ALTERHALTER_61,1,share of car owners elder than 61 within the PLZ8,5,[-1],very high
KBA13_ANZAHL_PKW,KBA13_ANZAHL_PKW,0,number of cars in the PLZ8,…,,numeric value
KBA13_AUDI,KBA13_AUDI,0,share of AUDI within the PLZ8,-1,[-1],unknown
,KBA13_AUDI,1,share of AUDI within the PLZ8,0,[-1],none
,KBA13_AUDI,1,share of AUDI within the PLZ8,1,[-1],very low
,KBA13_AUDI,1,share of AUDI within the PLZ8,2,[-1],low
,KBA13_AUDI,1,share of AUDI within the PLZ8,3,[-1],average
,KBA13_AUDI,1,share of AUDI within the PLZ8,4,[-1],high
,KBA13_AUDI,1,share of AUDI within the PLZ8,5,[-1],very high
KBA13_AUTOQUOTE,KBA13_AUTOQUOTE,0,share of cars per household within the PLZ8,-1,[-1],unknown
,KBA13_AUTOQUOTE,1,share of cars per household within the PLZ8,0,[-1],none
,KBA13_AUTOQUOTE,1,share of cars per household within the PLZ8,1,[-1],very low
,KBA13_AUTOQUOTE,1,share of cars per household within the PLZ8,2,[-1],low
,KBA13_AUTOQUOTE,1,share of cars per household within the PLZ8,3,[-1],average
,KBA13_AUTOQUOTE,1,share of cars per household within the PLZ8,4,[-1],high
,KBA13_AUTOQUOTE,1,share of cars per household within the PLZ8,5,[-1],very high
KBA13_BJ_1999,KBA13_BJ_1999,0,share of cars built between 1995 and 1999 within the PLZ8,-1,[-1],unknown
,KBA13_BJ_1999,1,share of cars built between 1995 and 1999 within the PLZ8,0,[-1],none
,KBA13_BJ_1999,1,share of cars built between 1995 and 1999 within the PLZ8,1,[-1],very low
,KBA13_BJ_1999,1,share of cars built between 1995 and 1999 within the PLZ8,2,[-1],low
,KBA13_BJ_1999,1,share of cars built between 1995 and 1999 within the PLZ8,3,[-1],average
,KBA13_BJ_1999,1,share of cars built between 1995 and 1999 within the PLZ8,4,[-1],high
,KBA13_BJ_1999,1,share of cars built between 1995 and 1999 within the PLZ8,5,[-1],very high
KBA13_BJ_2000,KBA13_BJ_2000,0,share of cars built between 2000 and 2003 within the PLZ8,-1,[-1],unknown
,KBA13_BJ_2000,1,share of cars built between 2000 and 2003 within the PLZ8,0,[-1],none
,KBA13_BJ_2000,1,share of cars built between 2000 and 2003 within the PLZ8,1,[-1],very low
,KBA13_BJ_2000,1,share of cars built between 2000 and 2003 within the PLZ8,2,[-1],low
,KBA13_BJ_2000,1,share of cars built between 2000 and 2003 within the PLZ8,3,[-1],average
,KBA13_BJ_2000,1,share of cars built between 2000 and 2003 within the PLZ8,4,[-1],high
,KBA13_BJ_2000,1,share of cars built between 2000 and 2003 within the PLZ8,5,[-1],very high
KBA13_BJ_2004,KBA13_BJ_2004,0,share of cars built before 2004 within the PLZ8,-1,[-1],unknown
,KBA13_BJ_2004,1,share of cars built before 2004 within the PLZ8,0,[-1],none
,KBA13_BJ_2004,1,share of cars built before 2004 within the PLZ8,1,[-1],very low
,KBA13_BJ_2004,1,share of cars built before 2004 within the PLZ8,2,[-1],low
,KBA13_BJ_2004,1,share of cars built before 2004 within the PLZ8,3,[-1],average
,KBA13_BJ_2004,1,share of cars built before 2004 within the PLZ8,4,[-1],high
,KBA13_BJ_2004,1,share of cars built before 2004 within the PLZ8,5,[-1],very high
KBA13_BJ_2006,KBA13_BJ_2006,0,share of cars built between 2005 and 2006 within the PLZ8,-1,[-1],unknown
,KBA13_BJ_2006,1,share of cars built between 2005 and 2006 within the PLZ8,0,[-1],none
,KBA13_BJ_2006,1,share of cars built between 2005 and 2006 within the PLZ8,1,[-1],very low
,KBA13_BJ_2006,1,share of cars built between 2005 and 2006 within the PLZ8,2,[-1],low
,KBA13_BJ_2006,1,share of cars built between 2005 and 2006 within the PLZ8,3,[-1],average
,KBA13_BJ_2006,1,share of cars built between 2005 and 2006 within the PLZ8,4,[-1],high
,KBA13_BJ_2006,1,share of cars built between 2005 and 2006 within the PLZ8,5,[-1],very high
KBA13_BJ_2008,KBA13_BJ_2008,0,share of cars built in 2008 within the PLZ8,-1,[-1],unknown
,KBA13_BJ_2008,1,share of cars built in 2008 within the PLZ8,0,[-1],none
,KBA13_BJ_2008,1,share of cars built in 2008 within the PLZ8,1,[-1],very low
,KBA13_BJ_2008,1,share of cars built in 2008 within the PLZ8,2,[-1],low
,KBA13_BJ_2008,1,share of cars built in 2008 within the PLZ8,3,[-1],average
,KBA13_BJ_2008,1,share of cars built in 2008 within the PLZ8,4,[-1],high
,KBA13_BJ_2008,1,share of cars built in 2008 within the PLZ8,5,[-1],very high
KBA13_BJ_2009,KBA13_BJ_2009,0,share of cars built in 2009 within the PLZ8,-1,[-1],unknown
,KBA13_BJ_2009,1,share of cars built in 2009 within the PLZ8,0,[-1],none
,KBA13_BJ_2009,1,share of cars built in 2009 within the PLZ8,1,[-1],very low
,KBA13_BJ_2009,1,share of cars built in 2009 within the PLZ8,2,[-1],low
,KBA13_BJ_2009,1,share of cars built in 2009 within the PLZ8,3,[-1],average
,KBA13_BJ_2009,1,share of cars built in 2009 within the PLZ8,4,[-1],high
,KBA13_BJ_2009,1,share of cars built in 2009 within the PLZ8,5,[-1],very high
KBA13_BMW,KBA13_BMW,0,share of BMW within the PLZ8,-1,[-1],unknown
,KBA13_BMW,1,share of BMW within the PLZ8,0,[-1],none
,KBA13_BMW,1,share of BMW within the PLZ8,1,[-1],very low
,KBA13_BMW,1,share of BMW within the PLZ8,2,[-1],low
,KBA13_BMW,1,share of BMW within the PLZ8,3,[-1],average
,KBA13_BMW,1,share of BMW within the PLZ8,4,[-1],high
,KBA13_BMW,1,share of BMW within the PLZ8,5,[-1],very high
